"city_code","city_name","latitude","longitude","h3L4","loc_describe"
"230100","哈尔滨市","45.878059575182235","126.40787828480057","841496bffffffff","城市中心"
"350500","泉州市","24.68140326743343","118.38144671702565","8441a09ffffffff","非中心"
"330400","嘉兴市","31.003030435821962","120.9112927206645","8430987ffffffff","非中心"
"510700","绵阳市","31.854058963956","104.86054246919737","8440f13ffffffff","非中心"
"140100","太原市","37.53310236101651","112.42783299165413","8431901ffffffff","非中心"
"330100","杭州市","29.537828352918403","118.9576055654411","8441901ffffffff","非中心"
"320500","苏州市","31.302342374459233","121.17721737522882","8430983ffffffff","非中心"
"340200","芜湖市","31.229916690537788","118.6018303175154","8430931ffffffff","城市中心"
"450200","柳州市","24.28171836705711","109.52703722330935","8440215ffffffff","城市中心"
"320500","苏州市","31.003030435821962","120.9112927206645","8430987ffffffff","非中心"
"441300","惠州市","22.594288396572377","115.08292323135824","844111bffffffff","非中心"
"350100","福州市","26.07363262768033","119.65013063391075","8441b51ffffffff","非中心"
"320300","徐州市","34.040540158184754","117.33820746938714","8430b39ffffffff","城市中心"
"520100","贵阳市","26.839666080781043","106.60895934320735","84400c7ffffffff","城市中心"
"510100","成都市","30.89949915902921","104.49889428214834","8440e23ffffffff","非中心"
"320600","南通市","32.19374839324865","121.12829699462598","84309d1ffffffff","非中心"
"330400","嘉兴市","30.700823437626724","121.06860823199793","84309bdffffffff","非中心"
"320200","无锡市","32.00730170474126","120.45778119596018","84309c3ffffffff","非中心"
"430100","长沙市","28.10707285517554","113.45825724194134","844189dffffffff","非中心"
"500000","重庆市","29.920348384743797","106.7647181924147","84401bbffffffff","非中心"
"120000","天津市","38.91981093229084","117.11837614629151","84318c7ffffffff","城市中心"
"330700","金华市","29.589343821009056","120.0291608206544","8441961ffffffff","非中心"
"440600","佛山市","23.377396845774722","112.7832554956052","844119dffffffff","非中心"
"210100","沈阳市","41.77907933713576","123.345260388041","843025dffffffff","城市中心"
"500000","重庆市","29.55394372890006","106.95398770125267","8440195ffffffff","非中心"
"440400","珠海市","22.52785943190482","113.54866245916494","84411ddffffffff","非中心"
"320100","南京市","32.084313987593234","118.96843579787246","8430911ffffffff","城市中心"
"210100","沈阳市","42.07762135282304","123.42026770638316","84310b7ffffffff","非中心"
"441300","惠州市","22.67541717828413","114.66099133960965","84411cdffffffff","非中心"
"450100","南宁市","22.68608926253187","108.18370518512795","844153dffffffff","非中心"
"340200","芜湖市","31.332775504845557","118.1851050391561","843093dffffffff","非中心"
"330100","杭州市","30.20225249844791","120.13576888671342","84309a5ffffffff","城市中心"
"320700","连云港市","34.778158943818326","119.24257277065276","843084bffffffff","城市中心"
"510100","成都市","31.0152212449855","103.5485929034926","8440e37ffffffff","非中心"
"370700","潍坊市","36.801850168802204","118.2987371707884","8430a43ffffffff","非中心"
"653100","喀什地区","39.45521024727115","76.18563901375938","8420f25ffffffff","城市中心"
"370100","济南市","36.55893590108163","116.89895718776118","8431997ffffffff","非中心"
"340100","合肥市","31.891303162972825","117.18423779408799","8430963ffffffff","城市中心"
"330100","杭州市","30.09627385717104","120.53908162042893","84309a7ffffffff","非中心"
"442000","中山市","22.605465486071978","113.11952938812708","84411d1ffffffff","非中心"
"321000","扬州市","32.330396193291236","119.22883665017758","843091bffffffff","城市中心"
"340100","合肥市","31.790365659866918","117.60755604356719","8430905ffffffff","非中心"
"440600","佛山市","23.299387064035997","113.21506744474564","844118bffffffff","非中心"
"310100","上海市","31.302342374459233","121.17721737522882","8430983ffffffff","非中心"
"441700","阳江市","21.741816645652058","111.89750323730581","8441085ffffffff","城市中心"
"350500","泉州市","24.964036538808852","118.63586346433685","8441a0dffffffff","城市中心"
"440300","深圳市","22.755756215668143","114.23687825073098","84411c1ffffffff","非中心"
"120000","天津市","39.028594575823774","117.83222499790895","84318d5ffffffff","非中心"
"330300","温州市","27.928577760000522","120.37511889010146","8441b21ffffffff","非中心"
"440100","广州市","22.91396568983149","113.38222924183462","84411d5ffffffff","非中心"
"321200","泰州市","32.11586973113453","120.05079690596477","84309c1ffffffff","非中心"
"141000","临汾市","36.21196937796481","111.49104592770342","84409e7ffffffff","城市中心"
"120000","天津市","38.79910556859806","117.48079616686998","8431889ffffffff","非中心"
"330500","湖州市","30.559612627832227","119.98647877151369","84309adffffffff","非中心"
"320100","南京市","31.836018482492534","118.70767351671454","8430915ffffffff","非中心"
"511100","乐山市","29.622629866566136","103.86218729179544","8440e1dffffffff","城市中心"
"440100","广州市","23.220487022706703","113.6447993782508","8441189ffffffff","非中心"
"370100","济南市","36.78880805181412","117.16913884731757","8431993ffffffff","城市中心"
"370100","济南市","36.68307834521443","117.60141517681251","8430a45ffffffff","非中心"
"442000","中山市","22.52785943190482","113.54866245916494","84411ddffffffff","城市中心"
"410300","洛阳市","34.75730049185683","112.6636027432867","8440919ffffffff","非中心"
"320500","苏州市","31.41129361383806","120.35007795842479","843098dffffffff","非中心"
"450300","桂林市","25.21543188874243","110.33353832228937","8440223ffffffff","城市中心"
"370200","青岛市","35.80157005316046","119.8764806441301","8430a17ffffffff","非中心"
"370600","烟台市","37.31856663019663","121.7034160292327","8430117ffffffff","非中心"
"140100","太原市","37.78735457302099","112.77520977794973","843190bffffffff","非中心"
"330200","宁波市","29.780782455864266","121.54098078680265","844b343ffffffff","城市中心"
"371000","威海市","37.52674163105293","121.9625876481219","8430113ffffffff","城市中心"
"510700","绵阳市","31.55764470479515","104.58153241210249","8440c4dffffffff","城市中心"
"510100","成都市","30.958191697366637","104.0243403821504","8440e35ffffffff","非中心"
"330200","宁波市","30.0896995314523","121.38345459482814","844b34bffffffff","非中心"
"500000","重庆市","29.620458269269594","106.4883958675652","8440197ffffffff","城市中心"
"440400","珠海市","22.141111534767607","113.71436905930449","8441037ffffffff","城市中心"
"350200","厦门市","24.396691991633798","118.1267086839591","8441a55ffffffff","城市中心"
"320500","苏州市","32.00730170474126","120.45778119596018","84309c3ffffffff","非中心"
"330300","温州市","27.921587815377304","120.79402856663145","8441b2dffffffff","城市中心"
"320200","无锡市","31.41129361383806","120.35007795842479","843098dffffffff","城市中心"
"410100","郑州市","34.22902827506446","113.73748630251255","844095dffffffff","非中心"
"440600","佛山市","22.91396568983149","113.38222924183462","84411d5ffffffff","非中心"
"370900","泰安市","36.22306420645582","117.06286892134666","8430a6dffffffff","城市中心"
"330200","宁波市","29.163769876854342","121.4318754742624","844b30dffffffff","非中心"
"460100","海口市","19.810635207818944","110.31431351733363","8441729ffffffff","非中心"
"500000","重庆市","29.252949926621287","106.67814013419148","8440191ffffffff","非中心"
"310100","上海市","31.600345579867092","121.4441540949543","843099dffffffff","非中心"
"370600","烟台市","37.87968860353504","120.73183489701186","843010bffffffff","非中心"
"330800","衢州市","28.913626423341686","118.8524651282936","8441955ffffffff","城市中心"
"654000","伊犁哈萨克自治州","43.88613625948501","81.53002779039859","8420eebffffffff","城市中心"
"350800","龙岩市","24.95508567835264","117.15145076957835","8441a11ffffffff","城市中心"
"321200","泰州市","32.00730170474126","120.45778119596018","84309c3ffffffff","非中心"
"320600","南通市","31.897011792474537","121.71209701451271","8430999ffffffff","非中心"
"320500","苏州市","31.65568942386702","120.60628781776548","8430989ffffffff","非中心"
"140100","太原市","37.8928705379614","112.38229272723306","8431909ffffffff","城市中心"
"610100","西安市","34.12306117631671","109.25733457394324","84408e3ffffffff","非中心"
"650100","乌鲁木齐市","43.809756659402204","87.5602371902719","8425b03ffffffff","城市中心"
"410100","郑州市","34.82796419342647","113.83825781490445","8440909ffffffff","非中心"
"370600","烟台市","37.436327916986855","121.29474267659337","8430115ffffffff","城市中心"
"210100","沈阳市","41.869911212465375","123.8039160639592","8430259ffffffff","非中心"
"341600","亳州市","33.750155498865055","115.94052449485741","8430b2dffffffff","城市中心"
"321300","宿迁市","33.96496580353487","118.87214050515952","843086bffffffff","非中心"
"630100","西宁市","36.58563500614891","101.6533517558995","84248b1ffffffff","城市中心"
"340800","安庆市","30.66009625212395","116.97641283002147","84419e7ffffffff","城市中心"
"330500","湖州市","30.809590862359595","120.24274089355448","84309a9ffffffff","城市中心"
"310100","上海市","30.697826613545374","121.49263779448034","84309b1ffffffff","非中心"
"371100","日照市","35.57619667051991","119.61378730705457","8430a3bffffffff","非中心"
"440100","广州市","23.604991508345414","113.4782547970272","8441181ffffffff","非中心"
"520100","贵阳市","26.46191447683212","106.79649906070604","84400c1ffffffff","非中心"
"350300","莆田市","25.523036092562055","119.14369555414974","8441a67ffffffff","城市中心"
"340100","合肥市","31.53561197504065","117.34399483294911","8430929ffffffff","非中心"
"331000","台州市","28.541245565084584","121.32313194228725","844b329ffffffff","城市中心"
"320700","连云港市","34.544931108374435","118.97948994415205","8430841ffffffff","非中心"
"371300","临沂市","35.3350932464363","118.24306304620671","8430a21ffffffff","非中心"
"370800","济宁市","35.414227783453036","116.68772042937118","8430b5dffffffff","城市中心"
"320600","南通市","32.248287759574254","120.71433914356994","84309ddffffffff","非中心"
"320100","南京市","32.18922483269502","118.55238507719179","843091dffffffff","非中心"
"440400","珠海市","22.218476919609966","113.2865749850886","84411d9ffffffff","非中心"
"370200","青岛市","35.91135454839491","120.55208902231377","8430ac5ffffffff","非中心"
"330200","宁波市","29.774250466043494","121.96626109934012","844b355ffffffff","非中心"
"321200","泰州市","32.46648080433208","119.90003253950896","84309c9ffffffff","城市中心"
"450100","南宁市","22.62026250021722","108.63264047714816","844152bffffffff","非中心"
"450100","南宁市","23.00905011542281","108.45223285263476","8441523ffffffff","城市中心"
"350100","福州市","25.79938787552676","119.39709231586974","8441b5bffffffff","非中心"
"460100","海口市","20.204385226616193","110.14010095936148","8441721ffffffff","城市中心"
"330600","绍兴市","29.8438955724471","120.28432098321245","8441965ffffffff","非中心"
"321000","扬州市","32.5742688461618","119.4888660898037","8430827ffffffff","非中心"
"350200","厦门市","24.773341444531205","117.97386474569863","8441a0bffffffff","非中心"
"370600","烟台市","37.668908421822756","120.46886394329435","8430101ffffffff","非中心"
"370200","青岛市","36.692073234221645","119.83196352420305","8430125ffffffff","非中心"
"330700","金华市","29.33261735309349","119.77361033663783","844196bffffffff","非中心"
"610100","西安市","34.47013250550474","109.07078710563404","84408a9ffffffff","城市中心"
"120000","天津市","39.27320342209946","117.10608425288159","84318c1ffffffff","非中心"
"320200","无锡市","31.271219356703586","119.68567060623714","84309e1ffffffff","非中心"
"350300","莆田市","25.24458336162462","118.88994951989197","8441a63ffffffff","非中心"
"371100","日照市","35.34863105305938","119.35069825250746","8430a31ffffffff","城市中心"
"330500","湖州市","30.915945060318446","119.83644716639262","84309e7ffffffff","非中心"
"330100","杭州市","30.307448940546426","119.72982470981981","844192dffffffff","非中心"
"371000","威海市","37.269757855592026","122.55701060501251","84301ebffffffff","非中心"
"330400","嘉兴市","30.45343422035267","120.39127983097197","84309a1ffffffff","非中心"
"370500","东营市","37.57644084871376","118.67453531494213","84318b3ffffffff","城市中心"
"350200","厦门市","24.68140326743343","118.38144671702565","8441a09ffffffff","非中心"
"340300","蚌埠市","32.850040947497696","117.12815473350878","8430941ffffffff","非中心"
"440300","深圳市","22.449415220055982","113.97570021581","84411cbffffffff","城市中心"
"330400","嘉兴市","30.702438540998607","120.64638577779802","84309abffffffff","城市中心"
"330100","杭州市","30.559612627832227","119.98647877151369","84309adffffffff","非中心"
"210200","大连市","39.230961929538076","121.97628062019145","843000dffffffff","非中心"
"321100","镇江市","32.223578187946686","119.64114340798875","84309cdffffffff","城市中心"
"440300","深圳市","22.83528065605128","113.81061384070921","84411c3ffffffff","非中心"
"440300","深圳市","22.67541717828413","114.66099133960965","84411cdffffffff","非中心"
"440100","广州市","22.52785943190482","113.54866245916494","84411ddffffffff","非中心"
"210200","大连市","38.8207044606409","121.36831295002503","8430067ffffffff","非中心"
"321100","镇江市","31.97847415886105","119.38186879493088","8430913ffffffff","非中心"
"440600","佛山市","22.991786573413144","112.9517568448796","84411d7ffffffff","城市中心"
"330200","宁波市","30.084349459558602","121.80832411461843","844b35dffffffff","非中心"
"310100","上海市","31.30028368368018","121.60218492846542","8430995ffffffff","城市中心"
"330700","金华市","28.970936502893434","119.92291557563965","8441945ffffffff","非中心"
"520300","遵义市","27.835166380741466","106.96874896232228","84400e7ffffffff","城市中心"
"320100","南京市","32.43629273816961","118.81389388698335","8430919ffffffff","非中心"
"320900","盐城市","33.29267529658958","120.26662745100383","8430839ffffffff","城市中心"
"330300","温州市","28.239074154101807","120.63779216045438","8441b25ffffffff","非中心"
"410300","洛阳市","34.500472515583546","112.38773968825512","8440825ffffffff","城市中心"
"510100","成都市","30.293432665114928","103.94307567950649","8440e39ffffffff","非中心"
"331000","台州市","29.1699360949942","121.00929055973548","844b36bffffffff","非中心"
"441800","清远市","23.684080655274016","113.04717513772327","8441183ffffffff","城市中心"
"360100","南昌市","28.958233330753945","115.81837287631335","84419d9ffffffff","非中心"
"360100","南昌市","28.68331414769412","115.5540818945549","84418e5ffffffff","非中心"
"440100","广州市","23.299387064035997","113.21506744474564","844118bffffffff","城市中心"
"370200","青岛市","36.24577456611091","120.40063975850728","8430acdffffffff","城市中心"
"320200","无锡市","31.65568942386702","120.60628781776548","8430989ffffffff","非中心"
"320600","南通市","31.8979048421121","120.86208161428172","84309d5ffffffff","城市中心"
"320300","徐州市","34.38605623032715","117.17676719724021","8430b03ffffffff","非中心"
"500000","重庆市","30.663620326984102","108.52130406939833","84401a5ffffffff","非中心"
"510100","成都市","30.597552444207142","104.22084145861612","8440e3dffffffff","城市中心"
"500000","重庆市","29.986430530165425","106.29792369819037","8440e6dffffffff","非中心"
"330600","绍兴市","29.48094331634877","120.85247819876871","844b345ffffffff","非中心"
"320500","苏州市","31.303001915164156","120.7540520850002","8430981ffffffff","城市中心"
"430100","长沙市","28.2761070578494","112.57956824426621","8441893ffffffff","非中心"
"450300","桂林市","24.833019452131868","110.5102287168947","844022bffffffff","非中心"
"320500","苏州市","31.057386234012803","120.4986017442198","8430985ffffffff","非中心"
"370700","潍坊市","36.91534643076436","118.9907750200555","8430a51ffffffff","非中心"
"310100","上海市","31.001204383014652","121.33489317257346","84309b9ffffffff","非中心"
"610100","西安市","34.199792970600924","108.79109580705413","8440885ffffffff","非中心"
"331000","台州市","28.856702771283455","121.16617590862512","844b363ffffffff","非中心"
"330600","绍兴市","30.09627385717104","120.53908162042893","84309a7ffffffff","城市中心"
"120000","天津市","39.15102064097378","117.47109646112095","84318c3ffffffff","非中心"
"441300","惠州市","22.755756215668143","114.23687825073098","84411c1ffffffff","非中心"
"410100","郑州市","34.92058929681905","113.38995100417476","844090bffffffff","非中心"
"210200","大连市","39.02177921638545","121.63026935743737","8430063ffffffff","城市中心"
"320400","常州市","31.871736272318966","119.79266605141878","84309c5ffffffff","城市中心"
"320400","常州市","31.376873926423187","119.27524531687573","84309edffffffff","非中心"
"320200","无锡市","31.764131137091947","120.20081086319163","84309c7ffffffff","非中心"
"520300","遵义市","27.52667592385379","106.69464449236699","84400e3ffffffff","非中心"
"410100","郑州市","34.57557820310187","113.5641166458643","8440955ffffffff","城市中心"
"450500","北海市","21.448871369716482","109.16960217174106","8441547ffffffff","城市中心"
"430100","长沙市","28.192152482957972","113.01998191563828","8441891ffffffff","城市中心"
"330400","嘉兴市","30.39917003187235","120.80333586698652","84309a3ffffffff","非中心"
"410200","开封市","34.73397689725955","114.28423946812089","8440947ffffffff","城市中心"
"370200","青岛市","36.79644543462507","120.51065520740912","8430123ffffffff","非中心"
"371300","临沂市","34.99457821078727","118.40150240851304","8430a27ffffffff","城市中心"
"330200","宁波市","30.09366865284956","120.96036218950454","844b349ffffffff","非中心"
"510100","成都市","30.65518352532588","103.74618388382804","8440e31ffffffff","非中心"
"321300","宿迁市","33.83194236259203","118.18806671794665","843086dffffffff","城市中心"
"440300","深圳市","22.370157365947296","114.40061087324577","84411c9ffffffff","非中心"
"330100","杭州市","29.69334854097125","119.62356898336992","8441963ffffffff","非中心"
"510700","绵阳市","31.199256595260543","104.77722147873102","8440e27ffffffff","非中心"
"510100","成都市","30.23522207937079","104.4166369430397","8440e07ffffffff","非中心"
"360100","南昌市","28.59081308267788","115.98078677968293","8441833ffffffff","城市中心"
"500000","重庆市","29.318391424891775","106.21225092074802","8440193ffffffff","非中心"
"370700","潍坊市","35.913050565203854","119.45920859708136","8430a15ffffffff","非中心"
"370700","潍坊市","36.58264731702049","119.1477060729508","8430a57ffffffff","城市中心"
"350500","泉州市","24.58878974672245","118.78658565873079","8441a47ffffffff","非中心"
"341100","滁州市","32.29317567414518","118.13373598281805","843090bffffffff","城市中心"
"341500","六安市","31.734402188458333","116.49282291943793","8430965ffffffff","城市中心"
"510100","成都市","30.35000954511848","103.46833724327507","8440e3bffffffff","非中心"
"371000","威海市","37.26319573601844","122.12301818272074","84301e9ffffffff","非中心"
"510100","成都市","30.538282293698114","104.6942834455765","8440e2bffffffff","非中心"
"440600","佛山市","22.605465486071978","113.11952938812708","84411d1ffffffff","非中心"
"441800","清远市","24.291392369501136","113.57465327416394","84411abffffffff","非中心"
"320400","常州市","31.625405550476117","119.53414563270967","84309e9ffffffff","非中心"
"520100","贵阳市","26.525998399321118","106.3356526046978","84400c3ffffffff","非中心"
"330100","杭州市","29.9488911462453","119.8798621664534","8441967ffffffff","非中心"
"370200","青岛市","36.35909770073785","119.98575533416276","8430a1bffffffff","非中心"
"320500","苏州市","31.601241899271482","121.0196127440655","843098bffffffff","非中心"
"321300","宿迁市","33.72605665504785","118.60908647279706","8430861ffffffff","非中心"
"440100","广州市","22.83528065605128","113.81061384070921","84411c3ffffffff","非中心"
"441300","惠州市","22.978695312700633","114.92119138658595","8441113ffffffff","非中心"
"350100","福州市","26.170817668421","119.24778278096754","8441b53ffffffff","城市中心"
"220100","长春市","43.87913119795571","125.27711221377646","8431767ffffffff","城市中心"
"320200","无锡市","31.518771642149666","119.9434375126645","84309ebffffffff","非中心"
"460100","海口市","20.136997214478697","110.5782454689365","844172dffffffff","非中心"
"370200","青岛市","36.464623953313954","120.66208558234561","8430ac9ffffffff","非中心"
"370300","淄博市","36.90973966477169","117.87020856401635","8430a41ffffffff","城市中心"
"350600","漳州市","24.48756695788915","117.71812109235393","8441a57ffffffff","城市中心"
"230100","哈尔滨市","45.64286002746889","126.81792104109262","8414963ffffffff","非中心"
"350500","泉州市","25.057033785435696","118.22930108432348","8441a01ffffffff","非中心"
"330300","温州市","28.231982999383025","121.05807836801934","844b32dffffffff","非中心"
"330900","舟山市","30.077601755654367","122.23493495318056","844b351ffffffff","城市中心"
"330300","温州市","27.610093221904176","120.53098799908797","8441b29ffffffff","非中心"
"330600","绍兴市","30.09366865284956","120.96036218950454","844b349ffffffff","非中心"
"330700","金华市","29.228838766575908","120.1777241034044","8441969ffffffff","非中心"
"320100","南京市","31.481646523465784","118.86220233530383","843093bffffffff","非中心"
"330500","湖州市","30.664985850907286","119.57904502626226","8441925ffffffff","非中心"
"442000","中山市","22.218476919609966","113.2865749850886","84411d9ffffffff","非中心"
"330100","杭州市","30.45343422035267","120.39127983097197","84309a1ffffffff","非中心"
"410100","郑州市","34.48264921467379","114.0109475213512","8440943ffffffff","非中心"
"331000","台州市","28.223567372476765","121.48015635125225","844b321ffffffff","非中心"
"310100","上海市","30.997979099743723","121.76028080255026","84309bbffffffff","非中心"
"330700","金华市","29.0737155487046","119.51767882533971","8441947ffffffff","城市中心"
"371000","威海市","36.99747659534035","122.2835075351798","84301e1ffffffff","非中心"
"411400","商丘市","34.44415147906845","115.60788525894345","8430b61ffffffff","城市中心"
"370200","青岛市","36.02475970934224","120.13876813706933","8430a13ffffffff","非中心"
"320600","南通市","31.898166417935553","121.28619066478853","84309d7ffffffff","非中心"
"330200","宁波市","30.396379933006944","121.22599629891957","84309b5ffffffff","非中心"
"320400","常州市","31.764131137091947","120.20081086319163","84309c7ffffffff","非中心"
"340300","蚌埠市","33.098878050021135","117.3936022108755","843094bffffffff","城市中心"
"320100","南京市","31.7311647396991","119.1222184805894","8430917ffffffff","非中心"
"320400","常州市","31.518771642149666","119.9434375126645","84309ebffffffff","非中心"
"310100","上海市","31.003030435821962","120.9112927206645","8430987ffffffff","非中心"
"330200","宁波市","29.46962955889731","121.69857253580396","844b309ffffffff","非中心"
"441300","惠州市","23.140721681218558","114.07241829385303","84411c7ffffffff","非中心"
"341200","阜阳市","32.797440518290635","116.00228777614983","8440b61ffffffff","城市中心"
"441300","惠州市","23.06011607912609","114.49789245446759","84411c5ffffffff","城市中心"
"210100","沈阳市","41.57293132572374","123.72612919652909","8430251ffffffff","非中心"
"340200","芜湖市","31.585506511415534","118.44655987814946","8430939ffffffff","非中心"